기준일,연번,위탁병원명,종별,병상수,진료과수,광역시도명,시군구명,상세주소,전화번호,위도,경도
2025-01-01,800,진안치과의원,의원,0,1,전북특별자치도,진안군,진안읍 진무로 1102 진안치과,063-432-1771,35.79182432,127.429048
2025-01-01,801,안덕의원,의원,0,1,제주특별자치도,서귀포시,안덕면 화순로 112,064-794-0906,33.24664818,126.3342747
2025-01-01,802,서귀포의료원,종합병원,291,17,제주특별자치도,서귀포시,장수로 47,064-730-3000,33.25598083,126.562949
2025-01-01,803,제주한라병원,종합병원,534,25,제주특별자치도,제주시,도령로 65 (연동),064-740-5000,33.49026973,126.4849149
2025-01-01,804,서귀포열린병원,병원,73,6,제주특별자치도,서귀포시,일주동로 8638 (동홍동),064-762-8001,33.25446758,126.5654204
2025-01-01,805,남원의원,의원,0,11,제주특별자치도,서귀포시,남원읍 태위로 636,064-764-4156,33.2777096,126.7146099
2025-01-01,806,서울삼성재활의학과의원,의원,0,7,제주특별자치도,서귀포시,대정읍 하모상가로 49,064-792-8887,33.22210705,126.2539789
2025-01-01,807,연합치과의원,의원,0,11,제주특별자치도,서귀포시,일주동로 8614 2층,064-762-2275,33.2548562,126.5678501
2025-01-01,808,의료법인열린의료재단서연의원,의원,0,1,제주특별자치도,서귀포시,중정로 123,064-763-4100,33.24881613,126.5694829
2025-01-01,809,최선365의원,의원,0,10,제주특별자치도,서귀포시,성산읍 고성오조로 67 1층,064-784-6333,33.44958349,126.9145884
2025-01-01,810,해비치의원,의원,0,7,제주특별자치도,서귀포시,"표선면 표선중앙로 86, 2층",064-787-6780,33.32571738,126.8331013
2025-01-01,811,제주대학교병원,종합병원,660,26,제주특별자치도,제주시,아란13길 15,064-717-1114,33.46720781,126.5452013
2025-01-01,812,늘봄재활요양병원,요양병원,149,1,제주특별자치도,제주시,관덕로 30,064-752-0022,33.51298196,126.5224155
2025-01-01,813,제주의료원 부속요양병원,요양병원,199,6,제주특별자치도,제주시,산천단남길 10 (아라일동) 부속요양병원,064-720-2222,33.44488669,126.560845
2025-01-01,814,제주의료원,병원,207,8,제주특별자치도,제주시,산천단남길 10,064-720-2222,33.44488669,126.560845
2025-01-01,815,동산내과의원,의원,0,7,제주특별자치도,제주시,"중앙로 337,3층 301,302호",064-723-0808,33.49149291,126.537242
2025-01-01,816,문의원,의원,0,2,제주특별자치도,제주시,한림읍 한림로 652,064-796-0160,33.41382926,126.2628721
2025-01-01,817,서울아산정형외과의원,의원,0,3,제주특별자치도,제주시,"조천읍 함덕 13길 1 2,3층",064-782-8275,33.54153797,126.6674617
2025-01-01,818,연세차내과의원,의원,0,2,제주특별자치도,제주시,"우평로 338, 4,5층",064-747-2375,33.48419319,126.430536
2025-01-01,819,김광석외과의원,의원,0,7,충청남도,계룡시,엄사면 번영로 14,042-841-4411,36.28828668,127.2435807
2025-01-01,820,공주의료원,종합병원,297,24,충청남도,공주시,무령로 77,041-962-1111,36.45887782,127.1095012
2025-01-01,821,현대요양병원,요양병원,236,5,충청남도,공주시,번영2로 18-10(신관동),041-850-7500,36.46884668,127.1329866
2025-01-01,822,공주서울내과의원,의원,0,4,충청남도,공주시,웅진로 186 (산성동) 2층 공주서울내과의원,041-853-7582,36.45692059,127.1251535
2025-01-01,823,금산365의원,의원,25,8,충청남도,금산군,금산읍 후곤천길 56,041-754-9365,36.10613463,127.4881192
2025-01-01,824,속편한내과의원,의원,0,9,충청남도,금산군,"금산읍 금산로 1491, 2층",041-753-5575,36.10682489,127.4893588
2025-01-01,825,추부의원,의원,0,4,충청남도,금산군,추부면 마전로 56 추부의원,041-752-9950,36.19120539,127.4670648
2025-01-01,826,하나치과의원,의원,0,11,충청남도,금산군,"금산읍 인삼로 65, 303호(엔이시티)",041-751-7522,36.10339805,127.4889033
2025-01-01,827,백제종합병원,종합병원,542,21,충청남도,논산시,시민로294번길 14,041-733-2191,36.19273677,127.0942515
2025-01-01,828,고려병원,병원,54,6,충청남도,논산시,해월로 151,041-732-3489,36.20439173,127.0838089
2025-01-01,829,김현장외과의원,의원,0,2,충청남도,논산시, 해월로 178(반월동),041-734-5544,36.20537593,127.0864107
2025-01-01,830,당진성모병원,병원,52,7,충청남도,당진시,당진중앙1로 43 (읍내동),041-351-0200,36.89321515,126.6275377
2025-01-01,831,서울신경외과의원,의원,0,9,충청남도,당진시,계성3길 31-4 (읍내동),041-352-2166,36.89887912,126.6334501
2025-01-01,832,보령아산병원,종합병원,244,13,충청남도,보령시,죽성로 136,041-930-5114,36.38114796,126.6228405
2025-01-01,833,서광정형외과의원,의원,17,8,충청남도,보령시,주공로 5 (동대동) 서광정형외과,041-931-7279,36.34572794,126.6023428
2025-01-01,834,푸른정형외과의원,의원,0,6,충청남도,보령시,"명천중앙길 8, 104호",041-931-2386,36.34388756,126.6021751
2025-01-01,835,건양대학교 부여병원,병원,81,9,충청남도,부여군,부여읍 계백로 200,041-837-1200,36.27500985,126.902242
2025-01-01,836,레나의원,의원,0,10,충청남도,부여군,"부여읍 사비로 86, 우영플라자 3층",041-836-7772,36.28039626,126.9108042
2025-01-01,837,부여이비인후과의원,의원,0,3,충청남도,부여군,"부여읍 성왕로 196, 3층",041-408-7500,36.28191711,126.9095698
2025-01-01,838,서산의료원,종합병원,256,18,충청남도,서산시,중앙로 149 (석림동),041-689-7000,36.77575211,126.4649792
2025-01-01,839,수내과의원,의원,0,16,충청남도,서산시,안견로 190 (동문동) 2층 수내과의원,041-667-8600,36.78188145,126.4581468
2025-01-01,840,서해병원,병원,82,5,충청남도,서천군,서천읍 서천로 184,041-951-8282,36.08451284,126.6876059
2025-01-01,841,공정형외과의원,의원,26,8,충청남도,서천군,서천읍 충절로59번길 31-7,041-952-0788,36.07634081,126.6894512
2025-01-01,842,아산충무병원,종합병원,446,29,충청남도,아산시,문화로 381 (모종동),041-536-6666,36.77928761,127.019945
2025-01-01,843,장사랑연합내과의원,의원,0,22,충청남도,아산시,"번영로 223 (모종동) 4층,5층 장사랑연합내과의원",041-542-7582,36.78485391,127.0152247
2025-01-01,844,큰나무정형외과의원,의원,29,9,충청남도,아산시,배방읍 모산로 181,041-543-8275,36.77565836,127.0628061
2025-01-01,845,예산명지병원,병원,147,7,충청남도,예산군,예산읍 신례원로 26,041-335-2255,36.71293535,126.8338413
2025-01-01,846,내포아산의원,의원,0,12,충청남도,예산군,"삽교읍 예목로 154, 3층",041-404-7582,36.67082202,126.6838807
2025-01-01,847,천안충무병원,종합병원,365,30,충청남도,천안시,서북구 다가말3길 8,041-570-7644,36.79741936,127.1314887
2025-01-01,848,예일병원,병원,50,3,충청남도,천안시,서북구 충무로 129,041-571-7000,36.79305845,127.121756
2025-01-01,849,JS메디칼내과외과정형외과의원,의원,29,9,충청남도,천안시,서북구 직산읍 봉주로 51 JS메디칼의원,041-589-7575,36.87749291,127.1522335
2025-01-01,850,삼성비뇨기과의원,의원,1,2,충청남도,천안시,서북구 충무로 178,041-578-0875,36.79430445,127.1269858
2025-01-01,851,쌍용우리이비인후과의원,의원,3,3,충청남도,천안시,서북구 충무로 175 금정빌딩 4층,041-575-7533,36.79480537,127.1264759
2025-01-01,852,청양훈요양병원,요양병원,99,5,충청남도,청양군,청양읍 칠갑산로 157,041-943-8114,36.45084004,126.7932411
2025-01-01,853,청양군보건의료원,의원,12,12,충청남도,청양군,청양읍 칠갑산로7길 54,041-942-3401,36.45502192,126.8049344
2025-01-01,854,강비뇨기과의원(태안),의원,0,3,충청남도,태안군, 태안읍 동백로 301 3층,041-673-8008,36.74845668,126.3035401
2025-01-01,855,이신경외과의원,의원,0,10,충청남도,태안군,태안읍 동문1길 15,041-674-6006,36.74971365,126.301956
2025-01-01,856,태안군보건의료원,의원,30,8,충청남도,태안군,태안읍 서해로 1952-16,041-671-5300,36.75180753,126.3231746
2025-01-01,857,홍성의료원,종합병원,442,21,충청남도,홍성군,홍성읍 조양로 224,041-630-6114,36.5984482,126.6739113
2025-01-01,858,장수요양병원,요양병원,199,6,충청남도,홍성군,은하면 구성남로 381,041-642-0001,36.55238217,126.5694596
2025-01-01,859,연합의원,의원,0,5,충청남도,홍성군,홍성읍 내포로 18,041-631-8900,36.60026845,126.665822
2025-01-01,860,괴산성모병원,병원,40,11,충청북도,괴산군,괴산읍 임꺽정로 116,043-830-5405,36.815626,127.7841816
2025-01-01,861,중앙외과의원,의원,0,1,충청북도,괴산군,괴산읍 읍내로 11길 14,043-832-2448,36.80979352,127.7933994
2025-01-01,862,단양군보건의료원,병원,30,8,충청북도,단양군,단양읍 삼봉로 53,043-420-7700,36.9816295,128.3502996
2025-01-01,863,정민의료재단 보은한양병원,병원,79,3,충청북도,보은군,보은읍 보은로 102,043-544-1500,36.48326434,127.7182054
2025-01-01,864,민들레안과의원,의원,1,1,충청북도,보은군,보은읍 삼산남로 9 민들레안과,043-542-7588,36.48276744,127.7215441
2025-01-01,865,영동병원,병원,161,7,충청북도,영동군,영동읍 대학로 106,043-740-9000,36.18544621,127.7811201
2025-01-01,866,노상필내과의원,의원,0,8,충청북도,영동군,영동읍 중앙로 28 노상필내과의원,043-770-7171,36.17450525,127.7765815
2025-01-01,867,서외과의원,의원,29,1,충청북도,영동군,영동읍 학산영동로 1241,043-742-1171,36.17342605,127.7730162
2025-01-01,868,서울더편한치과의원,의원,0,11,충청북도,영동군,"영동읍 중앙로 43, 상가 2층 201호",043-742-2080,36.17567945,127.7779455
2025-01-01,869,(의)힐링의료재단 옥천성모병원,종합병원,164,12,충청북도,옥천군,옥천읍 성왕로 1195,043-730-7000,36.31332413,127.5720075
2025-01-01,870,드림이비인후과의원,의원,0,4,충청북도,옥천군,"옥천읍 삼금로 11 2층, 드림이비인후과의원",043-733-5800,36.29965851,127.5663033
2025-01-01,871,(의)태성의료재단 제일조은병원,병원,142,7,충청북도,음성군,금왕읍 음성로1230번길 10,043-883-8800,36.99805654,127.5982
2025-01-01,872,서울연합의원,의원,29,4,충청북도,음성군,대소면 오태로 175(대소면),043-883-2700,36.96648076,127.4943597
2025-01-01,873,조은내과의원,의원,0,3,충청북도,음성군,대소면 오태로 98,043-882-8880,36.96752572,127.4858513
2025-01-01,874,명지의료재단 명지병원,종합병원,221,16,충청북도,제천시,내토로 991,043-640-8114,37.16342734,128.2339498
2025-01-01,875,노병연내과의원,의원,0,1,충청북도,제천시,의림대로 153 (의림동) 3층,043-644-6670,37.14140892,128.2120217
2025-01-01,876,삼성바른정형외과의원,의원,0,5,충청북도,제천시,의림대로 123. 2층,043-643-3300,37.13873501,128.210641
2025-01-01,877,제천밝은안과의원,의원,0,1,충청북도,제천시,의림대로 222,043-643-4200,37.14697347,128.214514
2025-01-01,878,고려정형외과의원(증평),의원,0,5,충청북도,증평군,증평읍 중앙로 231 고려정형외과,043-838-7501,36.78592239,127.5832285
2025-01-01,879,(의)건명의료재단 중앙제일병원,종합병원,241,14,충청북도,진천군,진천읍 중앙북로 36,043-533-1711,36.85844231,127.4405224
2025-01-01,880,바른정형외과의원,의원,24,4,충청북도,진천군,진천읍 중앙북1길 11-4 바른정형외과,043-533-7588,36.86026836,127.4398138
2025-01-01,881,효성병원,종합병원,360,31,충청북도,청주시,상당구 쇠내로 16,043-221-5000,36.62430556,127.4956806
2025-01-01,882,의료법인 하람의료재단 청주탑요양병원,요양병원,295,5,충청북도,청주시,서원구 궁뜰로 16 (미평동) 청주탑요양병원,043-296-5000,36.60079141,127.4785421
2025-01-01,883,청주원광효도요양병원,요양병원,303,7,충청북도,청주시,흥덕구 월명로 15 (복대동) 원광효도요양병원,043-267-0301,36.63631074,127.4529084
2025-01-01,884,의)라온의료재단오창호수병원,병원,124,3,충청북도,청주시,청원구 오창읍 중심상업1로 54,043-214-1004,36.71476849,127.4277055
2025-01-01,885,청주현대병원,병원,185,4,충청북도,청주시,"흥덕구 비하로 65 (비하동, 현대병원)",043-237-2114,36.63298759,127.4246305
2025-01-01,886,김안과의원,의원,2,1,충청북도,청주시,서원구 사직대로 88,043-268-4131,36.63445556,127.4571483
2025-01-01,887,김영태신경외과의원,의원,29,7,충청북도,청주시,상당구 단재로 21-1 (석교동),043-258-0173~4,36.62648419,127.4930054
2025-01-01,888,서울아산비뇨의학과의원,의원,1,2,충청북도,청주시,"상당구 중고개로 180-5, 3층",043-286-8253,36.6208185,127.5154362
2025-01-01,889,청주웰치과의원,의원,0,7,충청북도,청주시,"흥덕구 2순환로 1120, 3-5층",043-238-9201,36.63500925,127.4233743
2025-01-01,890,건국대학교충주병원,종합병원,318,21,충청북도,충주시,국원대로 82 (교현동),043-840-8200,36.97931836,127.9290714
2025-01-01,891,송원요양병원,요양병원,195,5,충청북도,충주시,주덕읍 신양로 62,043-856-3501,36.97156578,127.7941228
2025-01-01,892,충주시노인전문병원,요양병원,252,5,충청북도,충주시,동량면 충원대로 1398,043-855-9393,37.04829452,127.9309535
2025-01-01,893,박봉안내과의원,의원,0,13,충청북도,충주시,봉계1길 52 (칠금동) 박봉안내과의원,043-847-7575,36.981067,127.9156242
